"","IDBASE","TIPOC","tratamiento","trat_nivel","vali_febrero","vali","vali_total","vali_semana","vali_fin","recargas","recar_total","recar_semana","recar_fin","recar_fin","valor_recargas_total","valor_recarga_promedio","sald_promedio_antes","sald_promedio_despues","num_gastos","viajes_sitp","viajes_carro","semana_tratado","GENERO","diff","diff2","P22C","P22M","P3","automovil","moto","no_tiene_medio_trans","bici_pati","trabaja","estudia","casado","strata"
"560",5723,"Tratamiento 1",1,2,16.5,13,13,13,0,2,2,2,0,0,50000,25000,1450,26450,1,0,0,25,1,57,NA,4,5,3,0,0,1,0,1,0,0,3
"561",5748,"Tratamiento 2",1,1,14.25,18,18,13,5,3,3,2,1,1,26000,8666.66666666667,9250,17916.6666666667,NA,NA,NA,1000,0,90,30,2,5,1,0,0,1,0,1,0,0,2
"562",5751,"Tratamiento 2",1,1,5.75,12,12,9,3,2,2,2,0,0,51000,25500,0,25500,NA,NA,NA,21,1,90,120,2,5,9,0,0,1,0,1,0,1,2
"563",5753,"Tratamiento 1",1,2,17,11,11,11,0,1,1,0,1,1,30000,30000,5100,35100,2,1,0,21,1,60,NA,3,8,3,0,0,0,1,1,0,0,2
"564",5759,"Tratamiento 2",1,1,4.25,7,7,7,0,0,0,0,0,0,0,0,0,0,5,1,0,21,1,90,65,1,3,9,0,0,0,1,1,0,0,2
"565",5825,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,40,115,8,5,3,0,0,1,0,1,0,0,2
"566",5830,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,20,1,120,90,1,1,4,0,0,0,1,1,0,0,1
"567",5863,"Tratamiento 1",1,2,11.75,14,14,12,2,0,0,0,0,0,0,0,0,0,1,1,0,20,1,75,NA,3,2,3,0,1,0,1,1,0,0,1
"568",5878,"Tratamiento 1",1,2,5,23,23,21,2,5,5,4,1,1,32000,6400,230,6630,1,0,0,21,0,NA,90,NA,NA,5,1,1,0,1,1,0,0,3
"569",5886,"Tratamiento 1",1,2,20.75,24,24,20,4,7,7,6,1,1,27500,3928.57142857143,685.714285714286,4614.28571428571,1,1,0,21,1,45,NA,6,6,4,0,0,0,1,1,0,0,2
"570",5887,"Tratamiento 2",1,1,19.5,17,17,13,4,1,1,1,0,0,50000,50000,2200,52200,1,2,0,20,1,NA,60,NA,NA,2,0,0,1,0,1,0,0,NA
"571",5891,"Tratamiento 2",1,1,11,12,12,12,0,3,3,3,0,0,22000,7333.33333333333,1966.66666666667,9300,1,1,0,21,1,30,50,5,15,4,0,0,1,0,0,0,0,1
"572",5896,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,20,0,40,NA,2,3,2,0,0,0,1,0,0,0,1
"573",5897,"Tratamiento 2",1,1,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,210,80,1,2,2,0,0,1,0,1,0,1,1
"574",5917,"Tratamiento 1",1,2,7.25,13,13,11,2,1,1,1,0,0,20000,20000,7900,27900,2,2,0,20,1,75,NA,15,15,2,0,0,1,0,1,0,0,3
"575",5920,"Tratamiento 2",1,1,13,4,4,1,3,1,1,0,1,1,5000,5000,1600,6600,2,1,0,21,1,155,NA,6,10,4,0,0,1,0,1,0,0,3
"576",5947,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,95,NA,5,10,4,0,0,1,0,1,0,0,2
"577",5953,"Tratamiento 2",1,1,17.75,22,22,18,4,2,2,1,1,1,40000,20000,4200,24200,1,0,0,1000,0,120,30,NA,NA,4,1,0,0,0,1,0,1,2
"578",5984,"Tratamiento 1",1,2,14,14,14,12,2,2,2,2,0,0,36000,18000,2200,20200,NA,NA,NA,20,0,55,NA,3,5,4,0,0,0,1,1,0,1,3
"579",6017,"Tratamiento 1",1,2,6.5,9,9,9,0,1,1,1,0,0,28000,28000,9600,37600,NA,NA,NA,25,1,45,NA,5,15,3,0,0,1,0,1,0,0,3
"580",6032,"Control",0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1000,0,100,NA,6,7,4,1,0,0,1,1,0,1,2
"581",6060,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1000,1,60,NA,3,8,2,0,0,1,0,1,0,0,2
"582",6064,"Control",0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1000,0,40,NA,8,15,4,0,0,1,0,1,0,1,2
"583",6084,"Control",0,0,8.5,11,11,11,0,1,1,0,1,1,20000,20000,4000,24000,2,2,0,1000,0,90,NA,6,3,3,0,0,1,0,1,0,0,2
"584",6099,"Control",0,0,25.75,31,31,26,5,1,1,1,0,0,20000,20000,5000,25000,1,2,0,1000,0,NA,60,NA,NA,2,0,0,1,0,1,0,0,2
"585",6124,"Control",0,0,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,30,NA,6,10,3,0,0,1,0,1,0,1,2
"586",6145,"Control",0,0,12.5,4,4,0,4,1,1,0,1,1,5000,5000,4200,9200,1,0,0,1000,1,30,60,2,3,3,1,0,0,0,1,0,0,3
"587",6152,"Control",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,55,NA,1,2,4,0,0,1,0,1,0,0,2
"588",6171,"Control",0,0,13,13,13,10,3,1,1,1,0,0,30000,30000,9100,39100,3,2,0,1000,1,90,NA,4,8,2,0,0,1,0,1,0,0,2
"589",6180,"Control",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,0,NA,60,NA,NA,3,0,0,1,0,1,0,0,3
"590",6189,"Control",0,0,19,18,18,14,4,1,1,0,1,1,40000,40000,9100,49100,NA,NA,NA,1000,1,60,NA,1,10,2,0,0,1,0,1,0,0,3
"591",6191,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,15,90,NA,NA,4,1,0,0,1,1,0,1,3
"592",6204,"Control",0,0,17.25,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,120,NA,2,2,3,1,0,0,0,1,0,0,2
"593",6212,"Control",0,0,7.25,7,7,7,0,1,1,1,0,0,10000,10000,0,10000,1,0,0,1000,0,120,90,1,10,2,0,0,1,0,1,0,1,2
"594",6234,"Control",0,0,18.75,15,15,12,3,4,4,4,0,0,33000,8250,87.5,8337.5,2,1,0,1000,1,80,NA,6,15,3,0,0,1,0,1,0,0,2
"595",6235,"Control",0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,240,NA,4,7,9,0,0,1,0,1,0,0,2
"596",6261,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,105,NA,1,5,3,0,0,1,0,1,0,0,2
"597",6265,"Control",0,0,18,8,8,6,2,1,1,1,0,0,40000,40000,1250,41250,NA,NA,NA,1000,1,120,NA,4,10,3,0,0,1,0,1,0,0,2
"598",6270,"Control",0,0,0,26,26,22,4,6,6,6,0,0,40000,6666.66666666667,1133.33333333333,7800,1,0,0,1000,0,NA,90,NA,NA,5,0,0,1,0,1,0,1,3
"599",6295,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,60,210,2,10,2,0,0,0,1,1,0,0,2
"600",6308,"Control",0,0,11.75,15,15,10,5,1,1,1,0,0,20000,20000,0,20000,NA,NA,NA,1000,0,90,NA,5,5,3,0,0,1,0,1,0,0,2
"601",6321,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,120,NA,3,20,4,0,0,1,0,0,0,0,1
"602",6334,"Control",0,0,12,2,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1000,1,40,NA,1,2,6,0,0,0,1,1,0,1,1
"603",6373,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,135,NA,4,15,1,0,0,1,0,1,0,0,1
"604",6378,"Control",0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,0,120,210,1.5,2,3,0,0,0,1,1,0,0,2
"605",6384,"Control",0,0,3.5,1,1,0,1,1,1,0,1,1,10000,10000,0,10000,1,1,0,1000,0,75,70,3,2,6,0,0,0,1,1,0,0,2
"606",6394,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,15,60,NA,NA,7,1,0,0,0,1,0,1,2
"607",6401,"Control",0,0,0,2,2,2,0,1,1,1,0,0,5000,5000,0,5000,1,0,0,1000,1,50,115,2,1,4,1,0,0,1,1,0,0,2
"608",6407,"Control",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,NA,85,NA,NA,2,0,0,1,0,1,0,0,2
"609",6408,"Control",0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,105,90,6,15,4,0,0,0,1,1,0,0,3
"610",6418,"Control",0,0,0,4,4,3,1,1,1,1,0,0,10000,10000,0,10000,1,1,0,1000,1,45,NA,NA,NA,4,0,1,0,0,1,0,0,3
"611",6432,"Control",0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1000,1,30,NA,NA,NA,5,0,0,0,1,1,0,1,1
"612",6433,"Control",0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,0,60,90,2,5,4,0,0,0,1,1,0,0,2
"613",6453,"Control",0,0,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,105,NA,3,10,3,0,0,0,1,1,0,0,2
"614",6485,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,95,NA,5,8,5,0,0,1,0,1,0,0,2
"615",6491,"Control",0,0,2.5,3,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,NA,60,NA,NA,5,0,0,0,1,1,1,0,1
"616",6500,"Control",0,0,12.5,14,14,10,4,5,5,2,3,3,26500,5300,900,6200,NA,NA,NA,1000,1,120,NA,1,5,4,0,0,1,0,1,0,0,2
"617",6502,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,60,NA,2,5,4,0,0,1,0,1,0,0,2
"618",6505,"Control",0,0,16.75,14,14,11,3,1,1,1,0,0,25000,25000,750,25750,1,1,0,1000,1,120,NA,3,10,4,0,0,1,0,1,0,0,2
"619",6531,"Control",0,0,9.5,12,12,8,4,1,1,0,1,1,20000,20000,3900,23900,NA,NA,NA,1000,1,780,NA,2,10,3,0,0,1,0,1,0,0,2
"620",6534,"Control",0,0,15.75,20,20,20,0,1,1,1,0,0,30000,30000,10800,40800,1,1,0,1000,0,80,NA,1,3,3,0,0,1,0,1,0,0,2
"621",6551,"Control",0,0,0.75,5,5,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,45,150,5,10,2,0,0,1,0,1,0,0,2
"622",6577,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,1,NA,100,NA,NA,4,0,0,1,0,1,0,0,2
"623",6591,"Control",0,0,14.75,12,12,11,1,3,3,2,1,1,25000,8333.33333333333,5066.66666666667,13400,3,2,0,1000,0,90,NA,3,5,4,0,0,1,0,1,0,1,2
"624",6665,"Control",0,0,0,17,17,11,6,2,2,1,1,1,40000,20000,4700,24700,2,2,0,1000,1,150,120,4,12,3,0,0,1,0,0,0,0,2
"625",6682,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,90,NA,1,2,5,1,0,0,0,1,0,0,1
"626",6688,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,60,NA,6,5,4,0,0,0,1,0,0,0,2
"627",6689,"Control",0,0,15.5,24,24,21,3,1,1,1,0,0,30000,30000,2100,32100,1,2,0,1000,1,105,NA,20,30,3,0,0,1,0,1,0,0,2
"628",6704,"Control",0,0,26.75,29,29,22,7,1,1,1,0,0,20000,20000,0,20000,1,1,0,1000,1,100,NA,1,1,3,0,0,1,0,1,0,0,1
"629",6721,"Control",0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,1,40,60,2,3,4,0,0,1,0,0,0,0,2
"630",6723,"Control",0,0,19.5,16,16,10,6,3,3,3,0,0,20000,6666.66666666667,2700,9366.66666666667,NA,NA,NA,1000,1,750,NA,10,10,2,0,0,1,0,1,0,0,1
"631",6727,"Control",0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1000,0,135,NA,15,20,2,0,0,1,0,1,0,0,2
"632",6767,"Control",0,0,6,13,13,11,2,1,1,1,0,0,50000,50000,0,50000,1,2,0,1000,1,100,NA,NA,NA,2,1,0,0,0,1,0,0,2
"633",6776,"Control",0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000,0,420,80,NA,NA,4,0,0,0,1,0,1,0,2
"634",6780,"Control",0,0,10.25,12,12,12,0,1,1,1,0,0,20000,20000,5000,25000,4,1,0,1000,0,100,NA,5,5,7,0,0,0,1,1,0,0,2
"635",6782,"Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1000,1,105,NA,4,10,2,0,1,0,0,1,0,0,2
"636",6795,"Control",0,0,5,12,12,9,3,1,1,1,0,0,20000,20000,2100,22100,1,1,0,1000,0,95,NA,8,15,4,0,0,1,0,1,0,0,2
"637",6829,"Control",0,0,9.5,18,18,16,2,2,2,2,0,0,22000,11000,12150,23150,1,1,0,1000,1,NA,60,NA,NA,2,0,0,1,0,1,0,0,2
"638",6833,"Control",0,0,6.25,11,11,8,3,2,2,2,0,0,15000,7500,8650,16150,1,3,0,1000,1,60,NA,3,5,3,1,0,0,0,1,0,0,2
"639",6865,"Control",0,0,1.25,8,8,8,0,1,1,1,0,0,10000,10000,4900,14900,2,0,0,1000,1,90,90,1,1,2,0,0,1,0,1,0,0,2
"640",6919,"Control",0,0,12.5,11,11,11,0,2,2,1,1,1,20000,10000,5850,15850,NA,NA,NA,1000,0,70,NA,4,8,4,0,0,1,0,1,0,0,2
"641",6934,"Control",0,0,21.75,10,10,10,0,1,1,1,0,0,20000,20000,8200,28200,1,1,0,1000,1,135,NA,2,5,3,0,1,0,0,1,0,1,2
"642",6950,"Control",0,0,4.25,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,75,75,3,5,3,0,0,1,0,1,0,0,3
"643",6966,"Control",0,0,0,3,3,3,0,1,1,1,0,0,5000,5000,800,5800,1,0,0,1000,0,40,NA,NA,NA,4,1,0,0,1,0,0,0,2
"644",6995,"Control",0,0,0.75,1,1,1,0,1,1,1,0,0,20000,20000,300,20300,NA,NA,NA,1000,1,120,90,NA,NA,2,1,0,0,0,0,0,0,4
"645",6997,"Control",0,0,12,24,24,20,4,4,4,3,1,1,35000,8750,1750,10500,2,1,0,1000,1,90,NA,2,3,3,1,0,0,0,1,0,0,2
"646",7015,"Control",0,0,6,6,6,5,1,2,2,2,0,0,15000,7500,200,7700,1,1,0,1000,0,NA,75,NA,NA,5,0,1,0,0,1,0,1,3
"647",7033,"Tratamiento 2",1,1,9.5,11,11,6,5,1,1,0,1,1,21000,21000,15200,36200,2,3,0,21,1,30,NA,10,15,3,0,0,1,0,1,0,0,2
"648",7061,"Tratamiento 2",1,1,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,21,0,NA,60,NA,NA,4,0,0,1,0,1,0,0,2
"649",7064,"Tratamiento 2",1,1,6.75,18,18,14,4,2,2,1,1,1,30000,15000,500,15500,NA,NA,NA,1000,0,90,NA,3,5,5,0,0,0,1,1,0,1,2
"650",7067,"Tratamiento 2",1,1,3.75,3,3,3,0,1,1,1,0,0,4000,4000,1000,5000,2,0,0,21,0,48,30,5,5,5,0,0,1,0,0,0,0,2
"651",7070,"Tratamiento 2",1,1,1,3,3,2,1,1,1,1,0,0,6000,6000,3800,9800,1,1,0,1000,1,50,NA,8,15,4,0,1,0,0,1,0,0,3
"652",7076,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,1,60,NA,3,10,4,0,1,0,0,1,0,1,2
"653",7077,"Tratamiento 2",1,1,8.25,10,10,8,2,1,1,0,1,1,21000,21000,7200,28200,1,1,0,21,1,90,NA,1,2,4,0,0,0,1,1,0,0,3
"654",7110,"Tratamiento 2",1,1,21.25,29,29,24,5,6,6,4,2,2,27000,4500,2500,7000,NA,NA,NA,21,1,120,90,NA,NA,3,0,0,1,0,1,0,0,3
"655",7130,"Tratamiento 2",1,1,0.25,3,3,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20,1,10,20,NA,NA,4,0,0,0,1,1,0,0,2
"656",7161,"Tratamiento 2",1,1,0.5,7,7,5,2,1,1,0,1,1,10000,10000,12200,22200,1,1,0,21,0,NA,60,NA,NA,4,0,0,0,1,1,0,0,1
"657",7169,"Tratamiento 2",1,1,11.25,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,NA,120,NA,NA,2,0,0,1,0,1,0,0,2
"658",7186,"Tratamiento 2",1,1,0,12,12,12,0,1,1,1,0,0,20000,20000,0,20000,NA,NA,NA,21,1,60,NA,2,7,6,0,0,1,0,1,0,0,2
"659",7194,"Tratamiento 2",1,1,29,28,28,24,4,7,7,6,1,1,29500,4214.28571428571,2900,7114.28571428571,3,1,0,20,0,80,NA,2,5,3,0,0,1,0,1,0,0,2
"660",7206,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,20,0,75,90,4,10,6,0,0,1,0,0,0,1,2
"661",7207,"Tratamiento 2",1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,1,NA,120,NA,NA,5,0,0,1,0,1,0,1,1
"662",7219,"Tratamiento 2",1,1,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,21,1,80,NA,10,10,2,0,0,1,0,1,0,0,2
"663",7221,"Tratamiento 2",1,1,22.75,14,14,14,0,1,1,1,0,0,20000,20000,0,20000,NA,NA,NA,21,1,90,NA,2,3,4,0,0,1,0,1,0,0,2
"664",7243,"Tratamiento 2",1,1,9.5,11,11,11,0,2,2,2,0,0,41000,20500,5400,25900,1,1,0,21,1,105,NA,7,5,6,0,0,1,0,1,0,1,2
"665",7256,"Tratamiento 2",1,1,12.25,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,0,20,0,30,NA,2,3,3,0,0,0,1,1,0,0,3
"666",7262,"Tratamiento 2",1,1,5,4,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,30,0,NA,120,NA,NA,4,0,0,0,1,1,0,0,2
"667",7266,"Tratamiento 2",1,1,13.5,12,12,10,2,2,2,2,0,0,47000,23500,750,24250,1,2,0,20,1,90,NA,3,7,4,0,0,1,0,1,0,1,2
"668",7269,"Tratamiento 2",1,1,14.75,15,15,14,1,2,2,2,0,0,15000,7500,1200,8700,1,1,0,21,1,NA,45,NA,NA,3,0,0,1,0,1,0,0,2
"669",7274,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20,0,35,NA,3,2,4,0,0,0,1,1,0,0,2
"670",7290,"Tratamiento 2",1,1,12.5,15,15,13,2,2,2,2,0,0,22500,11250,9950,21200,1,2,0,26,0,60,NA,1,3,4,1,0,0,0,1,0,0,2
"671",7297,"Tratamiento 2",1,1,9.25,2,2,2,0,1,1,1,0,0,5000,5000,900,5900,NA,NA,NA,1000,1,80,NA,1,4,4,0,1,0,1,1,0,0,2
"672",7311,"Tratamiento 2",1,1,5.75,7,7,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,60,NA,3,3,6,0,0,0,1,1,0,0,2
"673",7315,"Tratamiento 2",1,1,0,12,12,12,0,5,5,4,1,1,18000,3600,1860,5460,1,1,0,20,1,150,NA,4,6,3,0,0,1,0,1,0,0,1
"674",7328,"Tratamiento 2",1,1,11.25,26,26,25,1,2,2,1,1,1,56000,28000,200,28200,3,2,0,20,1,NA,60,NA,NA,5,0,0,1,0,1,0,0,2
"675",7342,"Tratamiento 2",1,1,13.5,13,13,11,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,21,1,50,NA,5,10,2,0,0,1,0,1,0,0,2
"676",7345,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,21,1,90,NA,2,10,4,0,0,1,0,1,0,1,2
"677",7350,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20,1,50,90,2,5,7,0,0,1,0,1,0,0,1
"678",7366,"Tratamiento 2",1,1,1.75,15,15,14,1,1,1,1,0,0,30000,30000,3600,33600,1,2,0,21,1,45,NA,4,10,6,0,1,0,1,1,0,0,2
"679",7370,"Tratamiento 2",1,1,20.25,24,24,21,3,5,5,4,1,1,47000,9400,1560,10960,2,3,0,20,1,60,NA,4,10,7,0,0,0,1,1,0,0,2
"680",7392,"Tratamiento 2",1,1,1.25,25,25,18,7,1,1,1,0,0,20000,20000,1150,21150,1,2,0,21,1,360,60,20,30,3,0,0,1,0,1,0,1,2
"681",7400,"Tratamiento 2",1,1,10.75,3,3,3,0,1,1,1,0,0,21000,21000,0,21000,2,3,0,20,1,45,NA,4,7,4,0,0,0,1,1,0,0,3
"682",7407,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,1,NA,80,NA,NA,3,1,1,0,1,0,1,0,2
"683",7435,"Tratamiento 2",1,1,1,7,7,3,4,1,1,1,0,0,10000,10000,8500,18500,1,2,0,25,1,60,30,1,1,2,0,0,0,1,1,0,1,1
"684",7436,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,120,70,2,8,3,0,0,0,1,1,0,0,2
"685",7441,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,31,1,15,130,NA,NA,1,0,0,0,1,1,0,0,2
"686",7481,"Tratamiento 2",1,1,6.25,15,15,8,7,2,2,0,2,2,31000,15500,11100,26600,1,3,0,21,1,760,45,1,2,4,0,0,0,1,1,0,0,3
"687",7482,"Tratamiento 2",1,1,4,8,8,8,0,2,2,2,0,0,11800,5900,2050,7950,NA,NA,NA,20,1,NA,150,NA,NA,2,0,0,1,0,0,0,0,2
"688",7489,"Tratamiento 2",1,1,1.75,12,12,10,2,1,1,1,0,0,20000,20000,18800,38800,1,1,0,20,1,50,90,2,3,3,0,0,1,0,1,0,0,1
"689",7491,"Tratamiento 2",1,1,13.75,12,12,10,2,2,2,1,1,1,30000,15000,4650,19650,1,2,0,21,1,63,30,8,7,5,0,0,1,0,0,0,0,2
"690",7496,"Tratamiento 2",1,1,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,1,120,NA,NA,NA,5,0,0,0,1,0,0,1,2
"691",7500,"Tratamiento 2",1,1,24.5,21,21,19,2,1,1,1,0,0,120000,120000,2100,122100,4,2,0,21,1,60,NA,2,3,4,0,0,1,0,1,0,0,2
"692",7501,"Tratamiento 2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,20,1,80,80,10,10,3,0,0,1,0,1,0,0,2
"693",7515,"Tratamiento 2",1,1,12.5,14,14,13,1,4,4,2,2,2,34000,8500,1475,9975,1,1,0,21,1,NA,120,NA,NA,3,0,0,1,0,1,0,0,2
"694",7547,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,20,1,90,NA,2,8,1,0,0,1,0,1,0,0,2
"695",7554,"Tratamiento 1",1,2,12,15,15,12,3,3,3,3,0,0,20000,6666.66666666667,733.333333333333,7400,1,1,0,30,1,30,70,1,6,4,0,0,0,1,1,0,0,2
"696",7569,"Tratamiento 1",1,2,2.75,10,10,10,0,1,1,1,0,0,20000,20000,0,20000,1,0,0,25,1,240,90,2,10,6,0,1,0,0,1,0,0,1
"697",7573,"Tratamiento 1",1,2,15.25,15,15,15,0,1,1,1,0,0,40000,40000,29300,69300,1,0,0,21,1,30,30,1,3,4,1,0,0,1,1,0,1,2
"698",7610,"Tratamiento 1",1,2,0,1,1,1,0,1,1,1,0,0,5000,5000,0,5000,1,0,0,1000,0,NA,120,NA,NA,4,1,0,0,0,1,0,1,1
"699",7632,"Tratamiento 1",1,2,9.5,8,8,8,0,1,1,1,0,0,5000,5000,6500,11500,1,2,0,20,1,45,NA,2,2,4,0,0,0,1,1,0,0,3
"700",7636,"Tratamiento 1",1,2,16,15,15,11,4,7,7,6,1,1,27900,3985.71428571429,1357.14285714286,5342.85714285714,1,2,0,20,0,80,NA,8,12,6,0,0,0,1,1,0,1,2
"701",7659,"Tratamiento 1",1,2,4.5,5,5,2,3,1,1,1,0,0,28000,28000,0,28000,1,1,0,20,1,90,75,4,6,4,1,0,0,0,1,0,0,3
"702",7664,"Tratamiento 1",1,2,1.75,14,14,14,0,1,1,1,0,0,50000,50000,2200,52200,1,1,0,20,1,90,NA,4,3,3,0,0,1,0,1,0,0,2
"703",7671,"Tratamiento 1",1,2,0,4,4,1,3,0,0,0,0,0,0,0,0,0,2,1,0,21,1,30,NA,2,15,5,0,0,1,0,1,0,0,2
"704",7674,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,25,1,90,NA,10,10,5,0,0,1,0,1,0,0,2
"705",7687,"Tratamiento 1",1,2,6.5,13,13,8,5,0,0,0,0,0,0,0,0,0,1,2,0,21,1,NA,60,NA,NA,2,0,0,1,0,1,0,0,2
"706",7722,"Tratamiento 1",1,2,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,1,90,30,3,5,5,0,0,1,0,1,0,0,2
"707",7746,"Tratamiento 1",1,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,0,50,NA,40,10,4,0,0,0,1,1,0,1,2
"708",7772,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,20,1,105,NA,6,10,2,0,0,1,0,1,0,0,2
"709",7776,"Tratamiento 1",1,2,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,20,1,105,NA,1,10,7,0,0,1,0,1,0,0,2
"710",7782,"Tratamiento 1",1,2,0.5,2,2,2,0,1,1,1,0,0,28000,28000,0,28000,2,2,0,21,1,NA,90,NA,NA,3,0,0,1,0,1,0,0,2
"711",7803,"Tratamiento 1",1,2,3,2,2,2,0,1,1,1,0,0,10000,10000,3300,13300,1,0,0,21,1,30,150,2,5,5,0,1,0,0,0,0,0,1
"712",7826,"Tratamiento 1",1,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,21,0,150,NA,15,20,1,0,0,1,0,1,0,0,1
"713",7833,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,120,NA,5,10,4,0,1,0,0,1,0,0,2
"714",7835,"Tratamiento 1",1,2,9.5,7,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0,20,1,60,70,2,2,3,0,0,0,1,0,0,0,2
"715",7838,"Tratamiento 1",1,2,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,1,NA,120,NA,NA,4,0,0,1,0,0,0,0,1
"716",7846,"Tratamiento 1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1000,1,80,135,2,10,5,1,0,0,0,1,0,1,1
